"","CTnoX_4","CTwX_4","RFnoX_4","RFwX_4","seed"
"85",0.186666666666667,0.131666666666667,0.208333333333333,0.121666666666667,85
"86",0.188333333333333,0.13,0.208333333333333,0.118333333333333,86
"87",0.193333333333333,0.108333333333333,0.181666666666667,0.1,87
"88",0.168333333333333,0.106666666666667,0.18,0.101666666666667,88
"89",0.206666666666667,0.166666666666667,0.21,0.135,89
"90",0.176666666666667,0.131666666666667,0.176666666666667,0.118333333333333,90
"91",0.185,0.1,0.193333333333333,0.085,91
"92",0.203333333333333,0.125,0.205,0.12,92
"93",0.178333333333333,0.115,0.181666666666667,0.0916666666666667,93
"94",0.17,0.123333333333333,0.168333333333333,0.1,94
"95",0.176666666666667,0.118333333333333,0.183333333333333,0.115,95
"96",0.185,0.126666666666667,0.18,0.113333333333333,96
"97",0.17,0.143333333333333,0.175,0.123333333333333,97
"98",0.181666666666667,0.12,0.18,0.106666666666667,98
"99",0.19,0.126666666666667,0.208333333333333,0.131666666666667,99
"100",0.2,0.121666666666667,0.205,0.118333333333333,100
